1,908
2,888
3,872
4,856
5,832
6,812
7,792
8,776
9,756
10,740
11,720
12,704
13,688
14,672
15,656
16,640
17,624
18,612
19,604
20,592
21,576
22,564
23,552
24,544
25,524
26,508
27,496
28,484
29,472
30,460
31,452
32,444
33,436
34,424
35,416
36,404
37,396
38,392
39,384
40,380
41,372
42,368
43,364
44,360
45,352
46,348
47,340
48,336
49,328
50,328
51,320
52,312
53,304
54,304
55,300
56,300
57,292
58,292
59,288
60,288
61,284
62,276
63,272
64,268
65,268
66,268
67,264
68,260
69,252
70,248
71,244
72,244
73,240
74,236
75,236
76,236
77,236
78,232
79,232
80,220
81,216
82,212
83,208
84,204
85,204
86,200
87,196
88,196
89,192
90,192
91,188
92,188
93,188
94,180
95,176
96,176
97,176
98,176
99,172
100,168
101,168
102,164
103,160
104,160
105,156
106,156
107,156
108,156
109,156
110,156
111,156
112,156
113,156
114,152
115,148
116,148
117,148
118,148
119,148
120,148
121,148
122,144
123,144
124,144
125,144
126,144
127,140
128,140
129,140
130,140
131,136
132,132
133,128
134,128
135,124
136,124
137,124
138,120
139,120
140,120
141,116
142,116
143,116
144,116
145,116
146,116
147,116
148,116
149,116
150,116
151,112
152,112
153,112
154,108
155,108
156,108
157,108
158,108
159,108
160,108
161,108
162,108
163,108
164,108
165,104
166,104
167,100
168,100
169,96
170,88
171,88
172,88
173,84
174,80
175,80
176,80
177,80
178,80
179,80
180,80
181,80
182,80
183,80
184,80
185,80
186,80
187,80
188,80
189,80
190,80
191,72
192,72
193,72
194,72
195,72
196,72
197,72
198,72
199,72
200,72
201,72
202,72
203,68
204,68
205,68
206,68
207,68
208,68
209,60
210,60
211,60
212,60
213,60
214,60
215,60
216,60
217,60
218,60
219,60
220,60
221,60
222,60
223,60
224,60
225,60
226,60
227,60
228,60
229,60
230,56
231,56
232,56
233,56
234,56
235,56
236,56
237,56
238,56
239,56
240,56
241,56
242,56
243,56
244,56
245,56
246,56
247,56
248,56
249,56
250,56
251,56
252,56
253,52
254,52
255,52
256,52
257,52
258,52
259,52
260,52
261,52
262,52
263,52
264,52
265,52
266,52
267,52
268,52
269,52
270,52
271,52
272,52
273,52
274,52
275,52
276,52
277,52
278,52
279,52
280,52
281,52
282,52
283,52
284,52
285,40
286,32
287,32
288,24
289,24
290,24
291,24
292,24
293,24
294,24
295,24
296,24
297,24
298,24
299,24
300,24
301,24
302,24
303,24
304,24
305,24
306,24
307,24
308,24
309,24
310,24
311,24
312,24
313,24
314,24
315,24
316,24
317,24
318,24
319,24
320,24
321,24
322,24
323,24
324,24
325,24
326,24
327,24
328,24
329,24
330,24
331,24
332,24
333,24
334,24
335,24
336,24
337,24
338,24
339,20
340,20
341,20
342,20
343,20
344,20
345,20
346,20
347,20
348,20
349,20
350,20
351,20
352,20
353,20
354,20
355,20
356,20
357,20
358,16
359,16
360,16
361,16
362,16
363,16
364,16
365,16
366,16
367,16
368,16
369,16
370,16
371,16
372,16
373,16
374,16
375,16
376,16
377,16
378,16
379,16
380,16
381,16
382,16
383,16
384,16
385,16
386,16
387,16
388,16
389,16
390,16
391,16
392,16
393,16
394,16
395,16
396,16
397,16
398,16
399,16
400,16
401,16
402,16
403,16
404,16
405,16
406,16
407,16
408,16
409,16
410,16
411,16
412,16
413,16
414,16
415,16
416,16
417,16
418,16
419,16
420,16
421,16
422,16
423,16
424,16
425,16
426,16
427,16
428,16
429,16
430,16
431,16
432,16
433,16
434,16
435,16
436,16
437,16
438,16
439,16
440,16
441,16
442,16
443,16
444,16
445,16
446,16
447,16
448,16
449,16
450,16
451,16
452,16
453,16
454,16
455,16
456,12
457,12
458,12
459,12
460,12
461,12
462,12
463,12
464,12
465,12
466,12
467,12
468,12
469,12
470,12
471,12
472,12
473,12
474,12
475,12
476,12
477,12
478,12
479,12
480,12
481,12
482,12
483,12
484,12
485,12
486,12
487,12
488,12
489,12
490,12
491,12
492,12
493,12
494,12
495,12
496,12
497,12
498,12
499,12
500,12
501,12
502,12
503,12
504,12
505,12
506,12
507,12
508,12
509,12
510,12
511,12
512,12
513,12
514,12
515,12
516,12
517,12
518,12
519,12
520,12
521,12
522,12
523,12
524,12
525,12
526,12
527,12
528,12
529,12
530,12
531,12
532,12
533,12
534,12
535,12
536,12
537,12
538,12
539,12
540,12
541,12
542,12
543,12
544,12
545,12
546,12
547,12
548,12
549,12
550,12
551,12
552,8
553,8
554,8
555,8
556,8
557,8
558,8
559,8
560,8
561,8
562,8
563,8
564,8
565,8
566,8
567,8
568,8
569,8
570,8
571,8
572,8
573,8
574,8
575,8
576,8
577,8
578,8
579,8
580,8
581,8
582,8
583,8
584,8
585,8
586,8
587,8
588,8
589,8
590,8
591,8
592,8
593,8
594,8
595,8
596,8
597,8
598,8
599,8
600,8
601,8
602,8
603,8
604,8
605,8
606,8
607,8
608,8
609,8
610,8
611,8
612,8
613,8
614,8
615,8
616,8
617,8
618,8
619,8
620,8
621,8
622,8
623,8
624,8
625,8
626,8
627,8
628,8
629,8
630,8
631,8
632,8
633,8
634,8
635,8
636,8
637,8
638,8
639,8
640,8
641,8
642,8
643,8
644,8
645,8
646,8
647,8
648,8
649,8
650,8
651,8
652,8
653,8
654,8
655,8
656,8
657,8
658,0
